sample_idx,y_true,y_pred,y_score
4964,0.0,0.0,0.3525278
266,1.0,1.0,1.0
8885,1.0,1.0,0.99960977
9053,1.0,1.0,1.0
3780,1.0,1.0,1.0
10579,0.0,0.0,0.011417634
10957,0.0,0.0,1.3835313e-21
2026,1.0,1.0,0.9074893
8488,0.0,0.0,1.3778875e-10
1774,0.0,1.0,0.88128656
1552,0.0,0.0,5.8304744e-07
5039,0.0,1.0,0.9999751
4408,0.0,0.0,0.007359448
9967,0.0,0.0,0.000101801415
4639,1.0,1.0,0.9985662
557,0.0,0.0,0.016316738
3330,1.0,1.0,0.99998343
9667,0.0,0.0,0.0047575706
5756,0.0,0.0,5.139977e-07
10000,1.0,1.0,0.9999988
9076,1.0,1.0,0.999629
11990,0.0,1.0,0.9954075
11546,0.0,0.0,3.179849e-15
3552,1.0,1.0,0.66468525
6170,0.0,0.0,4.597935e-09
8748,0.0,0.0,4.7355153e-10
10766,0.0,0.0,0.0022453726
6578,1.0,1.0,0.99999595
7585,1.0,1.0,0.9805951
5736,0.0,0.0,2.8370218e-23
12079,0.0,0.0,6.057476e-05
10485,0.0,0.0,0.061256945
3378,1.0,1.0,0.9952583
5540,0.0,0.0,2.0114331e-25
7769,1.0,1.0,0.9604774
485,0.0,0.0,5.006001e-08
10167,1.0,1.0,0.9999995
6011,0.0,0.0,0.33644307
6059,0.0,0.0,8.76755e-25
3204,1.0,0.0,1.206714e-06
9189,1.0,1.0,0.99399227
3533,0.0,0.0,0.004734178
9054,1.0,1.0,0.9999963
2411,1.0,0.0,0.30235887
6031,1.0,1.0,1.0
6567,1.0,1.0,1.0
8791,1.0,1.0,1.0
7979,0.0,0.0,0.04642279
6771,1.0,1.0,1.0
2044,1.0,1.0,0.63293636
9472,0.0,0.0,0.017820982
2157,1.0,1.0,0.99941814
6980,1.0,1.0,0.83861846
7320,0.0,1.0,0.9396633
4650,1.0,0.0,0.09361212
10997,1.0,1.0,0.99999857
2090,0.0,0.0,3.8599837e-06
9813,0.0,0.0,0.47147804
