Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7224865694551037	0.6899664348281505	0.5247684252919855	0.5	0.0	0.0	0.0	0.0
1	0.7678424626351185	0.7567423111610576	0.6963350785340314	0.6901082248266712	0.7350993377483444	0.5644067796610169	0.38442968943682765	0.5644067796610169
2	0.7935546392288981	0.7790950673763496	0.707209021345147	0.6988689725145362	0.7834793491864831	0.5305084745762711	0.40389311598211086	0.5305084745762711
3	0.8052918948450121	0.7908127777538727	0.720499395892066	0.7118920483369539	0.8099489795918368	0.538135593220339	0.43060469763796383	0.538135593220339
4	0.8136331412516097	0.7981113111015413	0.7241240434957712	0.7155056128621045	0.8160919540229885	0.5415254237288135	0.43796594397883326	0.5415254237288135
5	0.818632035589318	0.8023326788462648	0.7317760773258155	0.7239164509541216	0.8134146341463414	0.5652542372881356	0.45437574237824996	0.5652542372881356
6	0.8221958453113415	0.8056256593777665	0.7337897704389851	0.7260750939812948	0.8137847642079806	0.5703389830508474	0.45862581601307006	0.5703389830508474
7	0.824120348088505	0.8080864551607232	0.7249295207410391	0.7158330840173264	0.8274044795783926	0.5322033898305085	0.4390597417322877	0.5322033898305085
8	0.8255391729646058	0.8083273513182624	0.7349979863068868	0.7271862845844661	0.8175182481751825	0.5694915254237288	0.46097353850782863	0.5694915254237288
9	0.8285820206303578	0.810920330379052	0.7410390656463954	0.7339422063816226	0.8133022170361727	0.5906779661016949	0.4740084425162032	0.5906779661016949
10	0.8300405192710434	0.812274459199077	0.7333870318163512	0.7252913745333455	0.8205445544554455	0.561864406779661	0.4573885130808061	0.561864406779661
11	0.8316951103711123	0.8137835830106455	0.7358034635521546	0.7281537390897148	0.8156626506024096	0.573728813559322	0.46278631807732773	0.573728813559322
12	0.8323022490471793	0.8144908866457462	0.7462746677406363	0.7408506445360771	0.7925531914893617	0.6313559322033898	0.4863703226992737	0.6313559322033898
13	0.8325093981294797	0.8157793005545778	0.7414418042690294	0.7344459331139352	0.8120649651972158	0.5932203389830508	0.47493285497927185	0.5932203389830508
14	0.8328889004513704	0.8164242815533372	0.7406363270237616	0.7346784473899866	0.7932166301969366	0.614406779661017	0.4744044265606788	0.614406779661017
15	0.8332921419930537	0.8166909808819148	0.7374144180426903	0.7297686564251986	0.8180722891566266	0.5754237288135593	0.46606201125978297	0.5754237288135593
16	0.8354488338514772	0.8191735317702763	0.7462746677406363	0.7422106091548837	0.7728174603174603	0.6601694915254237	0.487777037018603	0.6601694915254237
17	0.8344804037618534	0.8178632474928613	0.743455497382199	0.7394845012162286	0.7680157946692991	0.6593220338983051	0.48218994748471045	0.6593220338983051
18	0.8364579132900607	0.8196930475857197	0.7507047925896093	0.747151618819673	0.771539206195547	0.6754237288135593	0.49722685548801293	0.6754237288135593
19	0.8359906083744162	0.8193208765420055	0.7490938380990737	0.7490566099093356	0.7303556658395368	0.7483050847457627	0.4975360929655137	0.7483050847457627
20	0.8361665387567153	0.8189631328475685	0.7531212243254128	0.751853935507369	0.7471665213600698	0.726271186440678	0.5043736268817438	0.726271186440678
21	0.836974322619249	0.819461430470965	0.752315747080145	0.7510864757990037	0.7458659704090513	0.726271186440678	0.5027964029177535	0.726271186440678
22	0.8376117044109421	0.819912419806836	0.7535239629480467	0.7509176997021216	0.762962962962963	0.6983050847457627	0.5038507499722474	0.6983050847457627
23	0.8370975714452957	0.8193307239221004	0.7551349174385824	0.7537325858189055	0.7508771929824561	0.7254237288135593	0.5082783959142194	0.7254237288135593
24	0.8374136607828089	0.8195990047779433	0.7559403946838502	0.7543000507303875	0.7544326241134752	0.7211864406779661	0.5096601670292542	0.7211864406779661
25	0.8382500617870103	0.819780341017608	0.7503020539669755	0.749807809878117	0.7360876897133221	0.7398305084745763	0.4994957438964204	0.7398305084745763
26	0.8405569936391899	0.8228514928301431	0.7539267015706806	0.7543013515095542	0.7314890154597233	0.761864406779661	0.5076078175798504	0.761864406779661
27	0.8395934414714414	0.8215156756458458	0.7519130084575111	0.7512627313760942	0.7393887945670629	0.738135593220339	0.5025656669595822	0.738135593220339
28	0.8420502881225855	0.8243287297725973	0.7587595650422876	0.7599460827035394	0.7289204097714737	0.7838983050847458	0.5180479626393418	0.7838983050847458
29	0.8426733613434447	0.823610444496971	0.7547321788159485	0.7559887872835829	0.7242733699921445	0.7813559322033898	0.5100801258634727	0.7813559322033898
30	0.8438278028539095	0.8250452690416306	0.7575513491743858	0.7583549045878482	0.7312	0.7745762711864407	0.5152670988328918	0.7745762711864407
31	0.8451994744852167	0.826882604163498	0.7631896898912606	0.7630871391963786	0.7458471760797342	0.7610169491525424	0.5256696486586234	0.7610169491525424
32	0.845170532148757	0.8282269252450548	0.7543294401933145	0.7576850033169868	0.706821480406386	0.8254237288135593	0.5113204539925676	0.8254237288135593
33	0.8459197809487884	0.8284304316933	0.7571486105517519	0.7585311601649388	0.72556684910086	0.7864406779661017	0.515022882772636	0.7864406779661017
34	0.8475145362071881	0.8303107040655536	0.7627869512686266	0.7639433770828726	0.7332280978689818	0.7872881355932203	0.5260561264717101	0.7872881355932203
35	0.8479037943728294	0.83022856628882	0.7660088602496979	0.7670532148757105	0.7375099127676448	0.788135593220339	0.5323815583769821	0.788135593220339
36	0.8478507876217853	0.8311429246779787	0.7515102698348771	0.7543989099470583	0.7077490774907749	0.8127118644067797	0.5052610843165337	0.8127118644067797
37	0.8504208020604342	0.8339190352755798	0.7563431333064841	0.7583236858878468	0.719633307868602	0.7983050847457627	0.5139952254115001	0.7983050847457627
38	0.8487067003134878	0.8324713813985649	0.761578735400725	0.7628321864797014	0.7311320754716981	0.788135593220339	0.5237370706804959	0.788135593220339
39	0.8492897745749705	0.8324893346907696	0.761578735400725	0.7624321968859347	0.7348242811501597	0.7796610169491526	0.5233571643510111	0.7796610169491526
40	0.8509850150239993	0.8353434906701149	0.7627869512686266	0.7641033729203793	0.731764705882353	0.7906779661016949	0.5262072104614377	0.7906779661016949
41	0.852928704293872	0.8372354168348188	0.7648006443817962	0.7666620055413192	0.7288786482334869	0.8042372881355933	0.5307340960737015	0.8042372881355933
42	0.8560954511752539	0.8402731201000331	0.7676198147402336	0.7701080947487544	0.7261815453863466	0.8203389830508474	0.5369302617829477	0.8203389830508474
43	0.8579793046034574	0.8420187382398504	0.7676198147402336	0.7693081155612211	0.7331786542923434	0.8033898305084746	0.5361927031553144	0.8033898305084746
44	0.8606989086462793	0.8437837656847538	0.7720499395892066	0.7724491720540604	0.75	0.7805084745762711	0.5438541712647648	0.7805084745762711
45	0.8598173055660341	0.8425694157421219	0.7712444623439387	0.7729216800863717	0.7368421052631579	0.8067796610169492	0.5434089514046625	0.8067796610169492
46	0.8608966270796208	0.8445822108963894	0.7764800644381796	0.7768301962875763	0.7551020408163265	0.7838983050847458	0.552665620338796	0.7838983050847458
47	0.8598751902389531	0.8435518495174199	0.7724526782118405	0.7735928821363998	0.7430830039525692	0.7966101694915254	0.5453316847807592	0.7966101694915254
48	0.8625115444151046	0.8462751616839304	0.7704389850986709	0.7723142162155131	0.7342549923195084	0.8101694915254237	0.5419836211678251	0.8101694915254237
49	0.8631612836088817	0.8476145254242498	0.7760773258155457	0.776526464352147	0.7536585365853659	0.785593220338983	0.5519490593042389	0.785593220338983
50	0.8639358976026641	0.8484616042240434	0.7716472009665727	0.7740653901687111	0.7306245297215952	0.8228813559322034	0.544883359997569	0.8228813559322034
51	0.8637677718953652	0.8473419296748437	0.7688280306081353	0.7718592687019525	0.7227941176470588	0.8330508474576271	0.539831849206708	0.8330508474576271
52	0.8678031140653251	0.8515925077580848	0.7780910189287152	0.7795650844856068	0.7455113192818111	0.809322033898305	0.5568804305615249	0.809322033898305
53	0.8680541644445022	0.8510196044865989	0.7764800644381796	0.7775901765157329	0.7474267616785432	0.8	0.5533433010651514	0.8
54	0.8693250256903886	0.85270759248034	0.7716472009665727	0.774185387046841	0.7295880149812735	0.8254237288135593	0.5449919121437425	0.8254237288135593
55	0.8719415429842475	0.8544523742228987	0.7813129279097866	0.7824749274815614	0.7517786561264822	0.8059322033898305	0.5630355837804465	0.8059322033898305
56	0.8747681361135321	0.8571658468707134	0.7877567458719291	0.7889345968234973	0.7581027667984189	0.8127118644067797	0.57591114668931	0.8127118644067797
57	0.8775410721021892	0.8598532638237678	0.7954087797019734	0.796425458849851	0.767515923566879	0.8169491525423729	0.5910541597988347	0.8169491525423729
58	0.8784109681699338	0.8606981070522965	0.7889649617398309	0.7894858019953952	0.7662337662337663	0.8	0.5777698739175642	0.8
59	0.8786034834866084	0.8616843651586217	0.7845348368908578	0.7876247122026094	0.7369581190301249	0.85	0.5711146618246672	0.85
60	0.8810118761137922	0.8636605792539959	0.7998389045509464	0.8014864653927702	0.7653457653457654	0.8347457627118644	0.60040327163586	0.8347457627118644
61	0.8816453555679852	0.8632481414905178	0.7990334273056786	0.7997190316999883	0.774818401937046	0.8135593220338984	0.5980267569704416	0.8135593220338984
62	0.8833815705607658	0.865203450567528	0.801852597664116	0.8022051458823836	0.7815057283142389	0.809322033898305	0.6033966118290552	0.809322033898305
63	0.8846735694681115	0.8663363582635921	0.8046717680225534	0.8059712267648321	0.7738376674546887	0.8322033898305085	0.6097717226712533	0.8322033898305085
64	0.8848712879014529	0.8668988699338069	0.8022553362867499	0.8036288486803596	0.7706205813040062	0.8313559322033899	0.6050071293907473	0.8313559322033899
65	0.8835994510711916	0.8663408853515053	0.7998389045509464	0.8000465028552103	0.7810699588477367	0.8042372881355933	0.5992540718357724	0.8042372881355933
66	0.8883072960703461	0.8711861091777954	0.8115183246073299	0.812174642610924	0.7880258899676376	0.8254237288135593	0.6229539047777264	0.8254237288135593
67	0.8860530457744188	0.8683942077198237	0.8111155859846959	0.8112709262848445	0.7935590421139554	0.8144067796610169	0.6217708767404388	0.8144067796610169
68	0.887399352211975	0.870400889960294	0.8111155859846959	0.8126708898630279	0.7775175644028103	0.8440677966101695	0.6228256296431129	0.8440677966101695
69	0.8897983141901997	0.8726054814861031	0.8119210632299637	0.8131583568557565	0.7818181818181819	0.838135593220339	0.6241945075975479	0.838135593220339
70	0.8901908243037581	0.8741471419652196	0.8127265404752316	0.8139658155234986	0.782608695652174	0.8389830508474576	0.6258039529611559	0.8389830508474576
71	0.8909761697256657	0.874691657006582	0.8135320177204994	0.8145332804349805	0.7861133280127693	0.8347457627118644	0.6272350820785205	0.8347457627118644
72	0.8941276324518386	0.8785856792656455	0.8171566653242046	0.8175468605694811	0.7970540098199672	0.8254237288135593	0.6340285808341282	0.8254237288135593
73	0.8916561520350691	0.8780231855816474	0.815142972211035	0.8172281696736345	0.7758224942616679	0.8593220338983051	0.6312496744266106	0.8593220338983051
74	0.8916863951506951	0.8764411785007008	0.8123238018525977	0.8145020617349792	0.7721036585365854	0.8584745762711864	0.6257005107210003	0.8584745762711864
75	0.8925097883632295	0.8760113520318558	0.8135320177204994	0.8155732533787738	0.774712643678161	0.8567796610169491	0.6280065556689873	0.8567796610169491
76	0.8912125863392173	0.8746356062869883	0.8135320177204994	0.8158932450537872	0.7713853141559425	0.8635593220338983	0.628243290132042	0.8635593220338983
77	0.8925985665413583	0.8774909365079278	0.8119210632299637	0.8139983350026666	0.7727620504973222	0.8559322033898306	0.6248226535015842	0.8559322033898306
