sample_idx,y_true,y_pred,y_score
8566,0.0,0.0,2.361684e-07
8188,1.0,1.0,0.52869356
10940,0.0,0.0,1.8101009e-25
9337,0.0,0.0,9.723606e-07
2439,1.0,1.0,0.9999013
8344,1.0,1.0,1.0
3965,0.0,0.0,0.0066812835
7441,1.0,1.0,0.99996626
5615,1.0,1.0,0.99782
7236,1.0,1.0,0.99893564
1055,1.0,1.0,1.0
6783,1.0,1.0,1.0
3311,1.0,1.0,0.99999976
8225,1.0,1.0,0.9999949
8724,1.0,1.0,0.999895
4538,1.0,1.0,0.9998925
1376,0.0,0.0,3.9432045e-08
2240,1.0,1.0,0.9736311
7413,0.0,0.0,0.00011131164
7739,1.0,1.0,0.9999962
6676,1.0,1.0,1.0
5269,0.0,0.0,0.00080662535
10067,0.0,0.0,2.240379e-14
2000,1.0,1.0,1.0
1315,0.0,0.0,2.7707226e-22
2952,0.0,1.0,0.57611567
10889,0.0,0.0,0.048638344
5443,0.0,0.0,3.6217102e-06
39,1.0,1.0,0.99394035
2334,0.0,0.0,0.018289553
7758,0.0,0.0,0.009123762
9124,0.0,0.0,0.028235024
4412,1.0,1.0,0.99998677
11928,0.0,0.0,1.1638943e-15
8638,1.0,0.0,0.26022756
870,1.0,1.0,1.0
4405,1.0,1.0,0.9988146
6607,1.0,1.0,0.99981564
8679,1.0,0.0,0.34802312
4554,0.0,0.0,0.20266128
2414,0.0,0.0,0.00066914345
4557,1.0,1.0,0.9981406
11781,0.0,0.0,7.6105827e-10
6948,0.0,0.0,6.0047375e-07
10901,1.0,1.0,0.6890608
5769,0.0,0.0,1.738666e-18
8099,1.0,1.0,0.9999964
2963,1.0,1.0,0.9996172
6692,1.0,1.0,0.99935085
1453,0.0,0.0,3.178648e-07
12349,0.0,0.0,1.1529135e-07
1935,0.0,0.0,1.8366364e-06
5065,0.0,1.0,0.9999987
3381,1.0,1.0,0.9999802
9501,0.0,0.0,0.13422456
4449,1.0,1.0,1.0
6477,1.0,1.0,1.0
2606,1.0,1.0,0.5619006
2957,1.0,0.0,0.08601813
569,0.0,0.0,0.005289489
5359,0.0,0.0,0.07049158
3570,1.0,1.0,1.0
3511,0.0,0.0,3.5097937e-06
12074,0.0,0.0,0.0013266993
9156,0.0,0.0,3.8275113e-05
6389,1.0,0.0,3.207332e-08
2677,1.0,1.0,0.9999969
7295,0.0,1.0,0.5175827
6807,0.0,0.0,4.081207e-05
5467,0.0,0.0,2.5309188e-09
6249,0.0,0.0,0.00013159275
10492,0.0,0.0,0.00025407327
1853,1.0,1.0,1.0
5618,0.0,0.0,0.0062819375
8147,0.0,0.0,0.028977396
3973,0.0,0.0,1.1035676e-09
11710,0.0,0.0,0.038834542
8892,1.0,1.0,0.8938709
7471,0.0,0.0,4.5384273e-05
1205,0.0,0.0,9.5335406e-11
1707,0.0,0.0,1.5144345e-06
4233,1.0,1.0,1.0
10780,0.0,0.0,7.63569e-05
4370,1.0,1.0,1.0
11484,0.0,0.0,0.0016856422
3837,1.0,1.0,0.99999213
11078,1.0,1.0,1.0
11002,1.0,1.0,1.0
9716,0.0,0.0,1.5318244e-06
2782,0.0,0.0,5.3562714e-12
11380,0.0,0.0,3.951653e-07
3777,0.0,1.0,0.9999949
1777,1.0,1.0,0.9996407
11308,1.0,1.0,0.99999905
6911,1.0,0.0,0.22014408
6468,1.0,1.0,1.0
2713,0.0,0.0,0.39720577
5438,0.0,0.0,0.008999878
2804,0.0,0.0,0.28697282
10093,1.0,1.0,1.0
11066,1.0,1.0,0.99997985
3968,0.0,0.0,1.8837378e-09
8218,1.0,1.0,0.99999475
3411,0.0,0.0,1.3313863e-07
8059,1.0,0.0,0.49741477
4202,1.0,1.0,1.0
11195,1.0,1.0,0.9763615
11424,0.0,0.0,0.0001319418
8402,0.0,0.0,0.019362599
9569,0.0,0.0,3.304429e-05
1439,0.0,0.0,6.3184025e-10
9289,1.0,1.0,1.0
2902,1.0,1.0,0.9999994
6524,1.0,1.0,1.0
12140,0.0,0.0,5.820688e-09
589,1.0,1.0,0.9998814
1804,0.0,1.0,0.9999999
11541,0.0,1.0,0.7534457
8371,1.0,1.0,0.9999999
5607,0.0,0.0,0.0001775356
7285,0.0,0.0,0.0014776067
1301,0.0,0.0,3.9590661e-13
9258,0.0,0.0,1.975096e-10
2817,1.0,0.0,0.0016044041
71,0.0,0.0,3.064553e-11
7326,1.0,1.0,0.91735053
3238,1.0,1.0,0.9943032
6239,1.0,1.0,0.9999995
12143,0.0,0.0,4.660222e-10
14,0.0,0.0,2.1685524e-14
10062,0.0,0.0,8.6893e-41
8825,1.0,1.0,0.9999963
5770,0.0,0.0,1.804371e-26
4514,1.0,1.0,0.99999976
2027,0.0,0.0,0.21511486
3475,1.0,1.0,0.9842168
2035,0.0,0.0,4.1690672e-07
2392,0.0,0.0,1.9956788e-12
2821,0.0,0.0,0.000103233455
9322,1.0,1.0,0.8494394
1457,0.0,0.0,5.4746728e-11
5059,0.0,0.0,0.009242395
1249,1.0,1.0,0.9985141
4198,1.0,1.0,0.9999864
2030,0.0,0.0,0.09954983
4970,1.0,1.0,0.911047
1852,0.0,0.0,2.2158947e-05
6560,0.0,1.0,0.67064935
5047,1.0,1.0,1.0
9540,0.0,0.0,9.251789e-12
819,1.0,1.0,0.9193132
4868,1.0,1.0,1.0
9199,0.0,0.0,8.220679e-27
4042,1.0,1.0,0.6921288
9985,0.0,1.0,0.726654
12135,0.0,0.0,1.0961412e-13
4470,1.0,1.0,1.0
1643,0.0,0.0,1.8189738e-11
5926,0.0,0.0,2.3303286e-13
3554,1.0,0.0,0.00024475754
848,1.0,1.0,0.9999999
9503,0.0,0.0,0.008023841
11478,0.0,0.0,4.771824e-07
3518,0.0,0.0,1.5569688e-16
4175,1.0,1.0,0.9999999
6782,1.0,1.0,1.0
1507,0.0,0.0,2.5571114e-09
6525,1.0,1.0,1.0
335,0.0,0.0,0.037545614
11923,0.0,0.0,0.0011908709
5635,0.0,0.0,4.458755e-22
10985,0.0,0.0,9.961397e-05
9157,0.0,0.0,0.00023522192
4383,1.0,1.0,1.0
11806,1.0,1.0,0.9560155
2854,0.0,0.0,1.3472864e-10
4679,1.0,1.0,1.0
3254,1.0,1.0,0.99977
6378,0.0,0.0,3.9822587e-19
8172,0.0,0.0,1.726205e-05
11621,0.0,0.0,0.23263122
9450,1.0,1.0,1.0
291,1.0,1.0,0.9996145
896,1.0,1.0,1.0
4635,0.0,1.0,0.9992048
12057,1.0,1.0,0.8915158
4870,1.0,1.0,0.9999999
7807,1.0,1.0,0.91802967
11742,0.0,0.0,1.2617472e-09
9235,1.0,1.0,1.0
10380,0.0,0.0,7.997336e-09
4460,1.0,1.0,1.0
6626,1.0,1.0,1.0
3451,1.0,1.0,1.0
2446,0.0,0.0,1.0714707e-27
9575,0.0,0.0,8.8804214e-08
6883,1.0,1.0,0.99999976
1156,0.0,0.0,4.8140587e-23
5073,0.0,0.0,5.205583e-13
2108,1.0,1.0,0.99687344
3766,1.0,1.0,0.99941826
6550,0.0,0.0,0.07867261
1983,1.0,1.0,0.99988925
11816,0.0,0.0,0.043938033
2088,0.0,0.0,6.221076e-13
9738,1.0,1.0,0.99251246
628,0.0,0.0,0.0053200116
5814,0.0,0.0,6.3450378e-12
10294,1.0,1.0,0.99991465
8740,0.0,0.0,0.0058779693
1597,1.0,1.0,0.9981844
5595,0.0,0.0,3.5587294e-11
8392,1.0,1.0,0.9999924
4876,1.0,1.0,1.0
369,0.0,0.0,0.0002774307
7711,1.0,1.0,0.9313802
12332,0.0,0.0,1.235393e-12
4088,0.0,0.0,1.1070156e-18
5859,0.0,0.0,2.1962404e-15
3390,1.0,1.0,0.9946568
3169,1.0,1.0,0.9253789
8450,1.0,1.0,0.99999964
11117,1.0,1.0,0.9999982
11466,0.0,0.0,0.0014281329
6350,1.0,1.0,0.9952904
3076,0.0,0.0,0.011346059
6597,1.0,1.0,0.9999995
2376,1.0,0.0,0.30460298
9646,1.0,1.0,1.0
1138,0.0,0.0,2.1083166e-11
4531,1.0,1.0,0.95760334
1667,1.0,1.0,0.90266496
7059,1.0,1.0,0.8518944
5558,1.0,0.0,0.005010696
3889,0.0,0.0,0.003691446
10337,0.0,0.0,2.638204e-34
3122,1.0,1.0,0.99999046
545,0.0,0.0,4.3161643e-05
4623,0.0,0.0,0.0033400706
2892,0.0,1.0,0.74068993
968,0.0,0.0,0.04977392
836,0.0,0.0,0.0071399966
9409,0.0,0.0,5.620175e-07
5240,0.0,0.0,2.8744496e-10
10098,0.0,0.0,2.1743147e-09
3977,0.0,0.0,0.0037504574
7798,0.0,1.0,0.7153216
3493,1.0,0.0,0.1798038
5309,1.0,1.0,0.58377284
5337,1.0,1.0,0.9999981
5102,1.0,1.0,1.0
3623,0.0,0.0,5.1098518e-11
7278,1.0,1.0,0.999998
950,0.0,0.0,7.817259e-18
492,0.0,0.0,8.8582165e-05
4283,1.0,1.0,0.9966893
5221,0.0,0.0,4.0660365e-05
9471,1.0,1.0,1.0
9977,1.0,1.0,0.99990714
5662,0.0,0.0,1.1312952e-08
5850,0.0,0.0,3.1099984e-27
9018,0.0,0.0,1.6857536e-08
8719,1.0,0.0,0.008187794
3624,1.0,1.0,0.9956321
10873,0.0,1.0,0.7237636
4427,1.0,0.0,0.082437314
2479,0.0,0.0,0.014597791
4873,1.0,1.0,0.9994344
8532,1.0,1.0,0.75957423
2811,0.0,0.0,1.16181245e-10
6797,1.0,1.0,0.9999372
9319,0.0,0.0,3.7226397e-17
1745,1.0,1.0,1.0
8932,0.0,0.0,5.4045163e-06
733,1.0,1.0,0.99999
6514,1.0,1.0,1.0
1122,1.0,1.0,1.0
4119,0.0,0.0,1.9313984e-05
5888,0.0,0.0,3.0479368e-13
4845,1.0,1.0,0.9995621
9442,1.0,1.0,0.9999999
638,0.0,0.0,8.718514e-08
7067,1.0,1.0,0.7948398
10795,0.0,0.0,1.0977554e-11
10975,1.0,1.0,0.9736033
8659,0.0,0.0,1.6695043e-07
3039,1.0,1.0,0.9994821
365,0.0,0.0,3.7994832e-05
6510,0.0,0.0,6.506554e-08
6569,1.0,1.0,0.99999905
394,1.0,1.0,0.99999976
6142,1.0,0.0,0.008326355
4379,1.0,1.0,1.0
10278,1.0,0.0,0.029098568
2979,1.0,0.0,0.45134252
51,0.0,1.0,0.99884003
10906,1.0,1.0,0.9931693
10051,0.0,0.0,4.5343808e-37
4848,1.0,1.0,0.9974794
8077,1.0,1.0,0.9736597
3008,1.0,1.0,1.0
5472,0.0,0.0,4.17119e-12
3217,0.0,0.0,8.500987e-23
4665,0.0,0.0,2.6264674e-10
1228,0.0,0.0,3.9413585e-06
10845,0.0,0.0,0.08462305
2502,0.0,0.0,2.0981122e-10
8394,0.0,0.0,2.0531783e-07
8622,0.0,1.0,0.9200203
3094,0.0,0.0,6.8408315e-07
12319,0.0,0.0,0.0026837233
4005,0.0,1.0,0.9680951
11746,0.0,1.0,0.9966292
6800,1.0,1.0,0.99987864
684,1.0,1.0,0.9999999
9843,1.0,1.0,0.98315626
6472,1.0,1.0,0.99990606
3214,0.0,0.0,3.0099752e-09
6025,1.0,1.0,0.9999999
7440,1.0,0.0,0.016808003
7484,0.0,0.0,0.16017038
4584,0.0,0.0,2.7064912e-06
9586,0.0,0.0,1.3796892e-05
10222,0.0,0.0,2.194185e-11
6846,1.0,0.0,0.00048367598
7486,0.0,0.0,0.26489955
946,0.0,0.0,2.2625298e-13
1106,1.0,1.0,0.9990408
3218,0.0,0.0,2.6422676e-08
1892,1.0,1.0,0.99999976
1253,1.0,0.0,0.024390098
9962,0.0,0.0,1.7310343e-08
4156,1.0,0.0,0.45091406
3852,0.0,0.0,1.0619141e-09
4138,1.0,0.0,0.0026335595
5931,0.0,0.0,2.1299211e-14
5120,1.0,1.0,0.99466056
8100,1.0,1.0,1.0
3407,0.0,0.0,0.2880779
2233,1.0,0.0,0.001263288
2212,0.0,0.0,3.006488e-06
9778,1.0,1.0,0.9999999
11165,0.0,0.0,0.00020482362
11725,0.0,1.0,0.5022508
5797,0.0,0.0,0.02411908
9420,0.0,0.0,3.2271072e-13
3989,0.0,0.0,1.8732633e-22
9232,1.0,1.0,0.99996924
329,0.0,0.0,1.3133471e-08
7596,0.0,0.0,1.7231867e-05
3290,1.0,0.0,0.0020913752
8993,1.0,1.0,0.94561017
3067,1.0,1.0,0.99661535
1953,0.0,0.0,4.6100537e-09
10265,1.0,1.0,0.99999654
11465,0.0,0.0,2.9634593e-05
1103,1.0,1.0,0.95518464
7342,1.0,0.0,0.06927979
4954,0.0,1.0,0.66119564
7474,0.0,1.0,0.62214464
8353,1.0,1.0,0.99999547
6479,1.0,1.0,1.0
3514,1.0,0.0,1.7703044e-08
2297,0.0,0.0,3.254001e-06
6668,1.0,1.0,1.0
7000,0.0,0.0,7.0760358e-09
2610,1.0,1.0,0.9999969
10785,1.0,0.0,8.940881e-06
1307,0.0,0.0,4.4832606e-12
3060,1.0,1.0,0.99942195
9773,1.0,1.0,0.9996276
7250,0.0,0.0,1.087761e-08
10747,0.0,0.0,4.3324e-05
10989,0.0,0.0,0.0873505
4139,0.0,0.0,1.1570016e-08
11658,0.0,0.0,2.7088292e-09
8637,0.0,0.0,0.15519853
7492,0.0,0.0,1.784965e-08
