Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.5614128400542735	0.537146199625745	0.5050342327829239	0.5225649046834304	0.49206349206349204	0.962248322147651	0.04353480091709627	0.962248322147651
1	0.5805222916525871	0.546369078125796	0.5662505034232783	0.563710302091402	0.5533890436397401	0.5	0.12789370063974892	0.5
2	0.7386822945638104	0.7286633460952957	0.6161900926298832	0.6019886644243316	0.8443804034582133	0.24580536912751677	0.20967646586323918	0.24580536912751677
3	0.7644440213351078	0.7495790640710106	0.5722915827627869	0.5551091968662761	0.891566265060241	0.12416107382550336	0.11398004818273133	0.12416107382550336
4	0.7976654328625122	0.7864617551528594	0.6596858638743456	0.6474193435191491	0.8747300215982722	0.33976510067114096	0.30191846945657286	0.33976510067114096
5	0.794147921334588	0.7821776571121154	0.6028997180829642	0.5869240586611492	0.9327731092436975	0.18624161073825504	0.17935184483749178	0.18624161073825504
6	0.7985784392724021	0.788291972273138	0.626258558195731	0.6116710811555477	0.9099378881987578	0.24580536912751677	0.22977229014170963	0.24580536912751677
7	0.7998079112492787	0.7912399739129601	0.6467982279500604	0.633481862039208	0.8947368421052632	0.29949664429530204	0.2739516750426858	0.29949664429530204
8	0.8170793282352269	0.8080470401367026	0.6931131695529601	0.6825564439407565	0.8798586572438163	0.41778523489932884	0.37261594882898896	0.41778523489932884
9	0.8180612162674998	0.8097157269587465	0.6854611357229158	0.6744258131930401	0.88268156424581	0.3976510067114094	0.3563597717679883	0.3976510067114094
10	0.8278053665282101	0.8189580488910169	0.7209021345147	0.7131077178608747	0.8394557823129252	0.5176174496644296	0.43257430088234106	0.5176174496644296
11	0.8326404015408688	0.8247716573405917	0.7321788159484495	0.724531020123831	0.8546433378196501	0.5327181208053692	0.45564276184331687	0.5327181208053692
12	0.8260937231946517	0.8177570530373941	0.7096254530809505	0.7005585909679297	0.8584474885844748	0.47315436241610737	0.4081408922767581	0.47315436241610737
13	0.8269313497158958	0.8193739898689523	0.7285541683447443	0.7220103426405835	0.8189655172413793	0.5578859060402684	0.4495152171424587	0.5578859060402684
14	0.8317309691774234	0.8231358148215249	0.7462746677406363	0.7420750393794935	0.7939330543933054	0.636744966442953	0.48785350873172295	0.636744966442953
15	0.8400575226529561	0.8319344306439871	0.7547321788159485	0.7518487567516987	0.781099324975892	0.6795302013422819	0.506221429670007	0.6795302013422819
16	0.8338165877343924	0.8257690569348397	0.7374144180426903	0.7314315290680447	0.8191489361702128	0.5813758389261745	0.4680725088631801	0.5813758389261745
17	0.8314551177745777	0.8262164978295246	0.7333870318163512	0.7258215758035755	0.8542780748663101	0.5360738255033557	0.45818692670681005	0.5360738255033557
18	0.8346782578408082	0.8272160126987264	0.7366089407974225	0.7296276103535577	0.8431122448979592	0.5545302013422819	0.4653625921526382	0.5545302013422819
19	0.8317257705644134	0.8259070414780999	0.7370116794200564	0.7309155667267973	0.8212157330154947	0.5780201342281879	0.4671353363369295	0.5780201342281879
20	0.8406417167899605	0.8354895962790109	0.7519130084575111	0.7465322002089843	0.826530612244898	0.6115771812080537	0.4980305567279083	0.6115771812080537
21	0.8352016931882573	0.8283903651997797	0.7394281111558598	0.7321456885303002	0.8562091503267973	0.549496644295302	0.47075725645212885	0.549496644295302
22	0.84476324216699	0.8369196707955073	0.7503020539669755	0.7445648500979938	0.8325581395348837	0.6006711409395973	0.494409624562708	0.6006711409395973
23	0.8470353609656943	0.8422811538352382	0.7559403946838502	0.7500835027214738	0.8438967136150235	0.6031879194630873	0.5056976088701889	0.6031879194630873
24	0.84357081030781	0.8379964936632568	0.7519130084575111	0.7475615255849739	0.8044397463002114	0.6384228187919463	0.4990721787914417	0.6384228187919463
25	0.8454390618582963	0.8348752103675989	0.7531212243254128	0.7483052521587241	0.8157033805888768	0.62751677852349	0.5010426094707163	0.62751677852349
26	0.847275471904096	0.8413498581038557	0.7623842126459928	0.7603975509334109	0.7756410256410257	0.7105704697986577	0.5224757191043612	0.7105704697986577
27	0.8510389428100583	0.8450629365933466	0.7692307692307693	0.7671102599826367	0.7857802400738689	0.7139261744966443	0.53610016195227	0.7139261744966443
28	0.859246253099673	0.8505794486431233	0.7833266210229561	0.781984466544326	0.7893805309734513	0.7483221476510067	0.5650959139941776	0.7483221476510067
29	0.8482641831159446	0.8421028012783749	0.7668143374949657	0.7662339687771302	0.7599660729431722	0.7516778523489933	0.532690689322165	0.7516778523489933
30	0.8543738530560047	0.8473950577381946	0.765606121627064	0.7653615765313815	0.7541666666666667	0.7592281879194631	0.530586616495633	0.7592281879194631
31	0.8541139224055021	0.8469170868207484	0.7756745871929118	0.7750118268445978	0.7706734867860188	0.7583892617449665	0.5503600127834042	0.7583892617449665
32	0.857038792050281	0.8498834605270987	0.7676198147402336	0.7673945591316237	0.7560366361365529	0.761744966442953	0.5346343428175149	0.761744966442953
33	0.8646651573360229	0.8563392192715551	0.7752718485702779	0.7764901824193304	0.7457364341085271	0.8070469798657718	0.5512426776047257	0.8070469798657718
