sample_idx,y_true,y_pred,y_score
4179,1.0,1.0,1.0
4017,1.0,0.0,0.035987817
6166,0.0,1.0,0.9816927
1563,1.0,1.0,0.99998033
177,1.0,1.0,0.99936384
314,0.0,0.0,0.011373434
2920,1.0,1.0,1.0
7748,0.0,1.0,0.8896591
5252,0.0,0.0,0.0483323
11849,0.0,0.0,4.643705e-12
2553,0.0,0.0,0.106877685
3466,0.0,0.0,0.00012962638
9814,1.0,0.0,0.088775575
2659,0.0,0.0,3.2786393e-05
9342,1.0,1.0,0.9999902
10521,0.0,0.0,0.096278556
349,0.0,0.0,1.1771285e-12
10212,0.0,0.0,7.1206574e-05
3958,0.0,1.0,0.9998729
6377,0.0,0.0,4.1459708e-10
8880,1.0,1.0,0.96920335
9135,1.0,1.0,0.98686194
2544,0.0,0.0,0.044409957
6836,0.0,0.0,9.649352e-07
9560,0.0,0.0,3.7230338e-06
2156,0.0,0.0,1.2212017e-05
5488,0.0,0.0,5.9503208e-08
930,1.0,0.0,0.23016106
7470,0.0,0.0,0.0003897463
8786,0.0,1.0,0.92300063
10606,1.0,1.0,0.9999963
2307,0.0,1.0,0.92204106
4436,1.0,1.0,0.99999857
11474,0.0,0.0,2.637655e-05
8587,0.0,0.0,0.059144054
11753,0.0,0.0,1.750053e-16
11164,0.0,0.0,6.3982516e-06
411,1.0,1.0,1.0
9861,1.0,0.0,0.26193547
87,1.0,1.0,1.0
4342,0.0,0.0,9.229141e-12
537,0.0,1.0,0.99964035
2949,0.0,1.0,0.5190419
12099,1.0,1.0,0.9993901
1980,1.0,1.0,0.99999964
8998,1.0,1.0,0.9999987
10518,0.0,0.0,0.0021818902
559,0.0,0.0,1.2761373e-06
796,1.0,1.0,1.0
9549,1.0,0.0,0.04313372
11983,1.0,1.0,0.99920386
9193,1.0,1.0,0.9999956
11025,1.0,1.0,0.9999987
10712,1.0,1.0,0.9981021
8324,1.0,1.0,0.997566
11839,0.0,0.0,1.6981472e-05
9160,1.0,1.0,0.98164386
12384,1.0,1.0,0.9992091
6079,1.0,1.0,1.0
6025,1.0,1.0,0.9999927
5838,0.0,0.0,0.04058134
975,0.0,0.0,0.20133168
2308,1.0,1.0,0.99999964
10279,1.0,1.0,0.9998969
5731,0.0,0.0,1.5363537e-17
5301,0.0,0.0,0.003954415
3920,0.0,0.0,0.12159612
11654,1.0,1.0,0.9254414
4461,1.0,1.0,1.0
4270,0.0,0.0,0.0061121965
10336,0.0,0.0,7.442491e-08
1439,0.0,0.0,3.7026149e-09
3704,0.0,0.0,0.00015438517
7499,0.0,1.0,0.99857414
9171,0.0,0.0,5.026292e-09
11482,1.0,1.0,0.7912089
3392,1.0,0.0,0.20825881
10452,1.0,1.0,0.9999999
6715,1.0,1.0,0.9999999
7599,1.0,1.0,0.9076555
2867,1.0,1.0,0.99999654
8540,0.0,1.0,0.9998147
6936,0.0,0.0,3.470647e-06
10795,0.0,0.0,1.5159669e-08
11270,1.0,1.0,0.99999964
778,1.0,1.0,0.9999552
8530,0.0,0.0,0.0021219552
5633,0.0,0.0,2.3987917e-16
9707,1.0,1.0,0.92169887
6972,0.0,1.0,0.9995546
12055,1.0,1.0,0.99908185
8557,0.0,0.0,9.292811e-10
6489,1.0,1.0,1.0
686,0.0,1.0,0.99995303
5258,0.0,0.0,0.04264133
12054,0.0,1.0,0.9944306
4396,1.0,1.0,0.9768599
7119,0.0,0.0,0.00035953813
11138,1.0,1.0,0.99999857
8699,1.0,1.0,0.9999068
8022,1.0,0.0,0.027491959
8413,1.0,0.0,6.292634e-05
1014,1.0,1.0,0.99138665
4579,1.0,1.0,0.99918073
2465,0.0,0.0,4.5417528e-07
746,0.0,0.0,0.0016588569
9772,1.0,1.0,1.0
9894,0.0,0.0,0.00045724164
2042,1.0,1.0,0.9781442
11766,0.0,0.0,1.1428198e-06
11661,0.0,0.0,5.1322374e-08
6901,1.0,1.0,0.99922097
5868,0.0,0.0,2.1807702e-23
10694,0.0,0.0,0.0072050006
9059,1.0,1.0,0.99995875
1889,1.0,1.0,0.9999726
7677,0.0,0.0,2.5266284e-06
3457,1.0,1.0,0.9997682
2944,1.0,1.0,0.9996265
27,0.0,0.0,0.07474474
7390,0.0,0.0,8.715084e-05
12399,1.0,1.0,0.983556
2292,0.0,0.0,5.580536e-05
6609,0.0,1.0,0.64710796
7915,1.0,1.0,1.0
286,1.0,1.0,0.99997723
883,1.0,1.0,0.9999999
2822,1.0,1.0,0.999908
3969,0.0,0.0,0.0005116567
2228,1.0,1.0,0.96075857
9033,1.0,1.0,0.9999838
1234,0.0,0.0,0.00046488145
9797,0.0,0.0,0.00392522
7094,1.0,0.0,0.18079941
8234,1.0,1.0,1.0
12124,0.0,0.0,6.2205613e-06
10677,1.0,1.0,0.99668103
863,1.0,1.0,1.0
824,1.0,0.0,0.39532965
3178,0.0,1.0,0.9813675
8537,0.0,1.0,0.98289436
7314,0.0,0.0,0.2498642
4614,1.0,0.0,0.066205814
993,1.0,1.0,0.9999099
217,1.0,1.0,0.9978947
8977,1.0,1.0,0.99861944
392,1.0,1.0,1.0
1512,0.0,0.0,0.0022702117
243,0.0,0.0,1.41863e-07
1679,1.0,0.0,0.00058151217
3336,1.0,1.0,0.9999778
11967,1.0,1.0,0.99744236
2141,1.0,1.0,1.0
9222,0.0,0.0,9.228644e-06
9275,0.0,0.0,0.024002286
1307,0.0,0.0,0.022136064
31,0.0,0.0,0.02822151
7900,1.0,1.0,0.9999964
7716,1.0,1.0,1.0
4920,1.0,1.0,0.99644035
6223,1.0,1.0,0.9997942
10836,1.0,1.0,0.95394033
9307,0.0,0.0,1.2712945e-08
12285,0.0,1.0,0.96995956
9493,0.0,0.0,0.0776901
708,0.0,0.0,0.002110649
11293,0.0,0.0,0.01578799
584,0.0,1.0,1.0
786,1.0,1.0,0.9999596
5218,0.0,0.0,6.391214e-13
2813,1.0,0.0,0.06726379
4112,0.0,1.0,0.97923046
10935,0.0,0.0,1.4032774e-14
4077,0.0,0.0,2.5040265e-15
8919,1.0,1.0,0.99999547
6078,1.0,1.0,0.99999785
10543,0.0,0.0,0.0002309989
1174,0.0,0.0,2.924549e-13
8186,0.0,0.0,6.524874e-05
6913,1.0,1.0,0.7789496
12253,1.0,1.0,0.99999976
10716,1.0,0.0,0.041541744
7286,0.0,0.0,2.0296298e-05
2804,0.0,1.0,0.99670225
2967,1.0,1.0,0.987148
523,0.0,1.0,0.82950926
12226,0.0,0.0,9.973912e-06
2090,0.0,0.0,0.009595023
7150,1.0,0.0,0.00017162407
10841,1.0,1.0,0.58469945
599,0.0,1.0,0.99999964
10449,1.0,1.0,1.0
2271,0.0,0.0,0.0016832172
12213,1.0,1.0,0.8184671
10614,1.0,0.0,0.020594548
5451,0.0,0.0,0.4357154
8910,1.0,1.0,0.99999714
511,1.0,1.0,0.999974
1787,1.0,1.0,0.89638484
7327,0.0,1.0,0.9947306
2517,1.0,1.0,0.7042482
11576,1.0,1.0,0.9793732
5503,0.0,0.0,9.720873e-10
6132,0.0,0.0,0.0075029214
2753,0.0,0.0,5.0487233e-06
10285,0.0,1.0,0.5912935
2502,0.0,0.0,6.421977e-15
1225,0.0,0.0,2.493587e-09
9769,1.0,1.0,0.9729574
1965,1.0,1.0,0.99942267
11782,0.0,0.0,0.18006697
3880,0.0,1.0,0.93414104
3013,1.0,1.0,0.9998846
6127,0.0,1.0,0.9915404
10904,1.0,1.0,0.89385384
3512,0.0,0.0,5.548088e-11
4907,1.0,0.0,0.11679706
7203,0.0,1.0,0.9580315
8178,1.0,1.0,0.9995875
11237,1.0,0.0,0.055937402
10669,1.0,1.0,0.99989843
8691,0.0,0.0,1.838005e-07
2002,1.0,1.0,1.0
6797,1.0,1.0,0.99946815
8266,1.0,1.0,0.99967074
9077,1.0,1.0,0.8706556
4132,1.0,1.0,1.0
766,0.0,1.0,0.9999782
9099,1.0,1.0,0.9663794
9658,1.0,1.0,1.0
7101,0.0,1.0,0.594634
1617,0.0,0.0,2.54662e-06
6261,0.0,0.0,6.8893783e-06
11909,0.0,0.0,1.4901955e-10
11363,1.0,1.0,0.98390007
11145,0.0,0.0,3.65875e-14
8783,1.0,1.0,0.9999913
10530,1.0,1.0,0.99888223
7811,1.0,0.0,0.02500396
2515,0.0,0.0,0.02095397
6838,0.0,0.0,2.4495753e-10
2926,1.0,0.0,0.20304717
6075,1.0,1.0,1.0
9640,1.0,1.0,1.0
7702,1.0,1.0,0.9828445
748,0.0,0.0,3.034308e-07
9494,0.0,1.0,0.9735729
5825,1.0,0.0,1.3005513e-06
11843,1.0,0.0,0.00028095892
9282,1.0,1.0,0.99571025
4562,0.0,1.0,0.92679244
12233,1.0,1.0,0.9991304
6672,1.0,1.0,0.9999553
4770,1.0,0.0,0.00021105866
6157,0.0,0.0,5.3610415e-13
3634,0.0,0.0,0.42706764
2634,0.0,0.0,0.007673982
6450,1.0,1.0,0.999764
3452,1.0,1.0,0.57078624
11963,0.0,1.0,0.9972166
1700,1.0,1.0,0.9999989
11990,0.0,0.0,0.23524554
44,0.0,0.0,0.00038352842
8137,1.0,1.0,0.9933429
4376,1.0,1.0,1.0
9303,1.0,1.0,1.0
9822,0.0,1.0,0.62869716
806,1.0,0.0,0.39112455
9520,1.0,0.0,0.3298396
1750,1.0,1.0,0.9991204
10622,1.0,1.0,0.9504501
8289,1.0,1.0,0.9999398
8368,1.0,1.0,0.99998665
2910,0.0,0.0,4.040444e-07
2952,0.0,1.0,0.9970964
11057,1.0,1.0,0.9934716
10782,0.0,0.0,2.0458226e-06
7454,1.0,1.0,0.5892958
11095,0.0,0.0,3.263602e-10
6702,1.0,1.0,0.63336617
9731,0.0,0.0,0.099571995
7236,1.0,0.0,0.04361629
484,0.0,0.0,3.6885653e-05
2304,0.0,0.0,0.0063691176
7826,1.0,1.0,0.99990535
2160,1.0,1.0,0.99999285
5180,0.0,1.0,0.901286
5685,0.0,0.0,2.948425e-17
2312,0.0,0.0,0.069012284
11853,1.0,1.0,0.9923373
10483,1.0,1.0,0.9999634
4812,0.0,0.0,0.05080543
1142,0.0,0.0,4.178416e-14
499,1.0,1.0,0.97967774
10802,0.0,0.0,0.34221727
3750,0.0,1.0,0.6324133
5363,0.0,0.0,0.00063855085
3467,1.0,1.0,0.99999976
4096,0.0,0.0,9.940375e-14
2562,0.0,0.0,7.1637633e-06
1166,0.0,0.0,7.7856775e-12
10283,0.0,0.0,0.13511471
3183,1.0,1.0,0.9999958
4424,1.0,1.0,0.99999976
6526,1.0,1.0,1.0
11964,1.0,1.0,0.99461573
12283,1.0,1.0,0.9933483
8252,1.0,1.0,0.9999633
1217,0.0,0.0,0.00039486348
10313,1.0,0.0,0.021381067
37,1.0,1.0,0.97617173
413,1.0,1.0,1.0
4305,1.0,0.0,0.4211954
112,0.0,0.0,2.5502237e-28
1852,0.0,0.0,0.0001501605
5538,0.0,0.0,2.9579976e-19
10896,0.0,0.0,4.892971e-06
3084,1.0,1.0,0.84543604
10650,1.0,1.0,0.99999714
10963,0.0,0.0,0.0010688249
11769,0.0,0.0,0.0019828933
6299,1.0,1.0,0.99996877
6544,1.0,1.0,0.97688097
9941,0.0,0.0,1.6747701e-20
11539,1.0,1.0,1.0
2218,0.0,0.0,0.0023766446
11743,0.0,0.0,4.4321723e-06
2549,0.0,0.0,2.1758508e-08
371,0.0,0.0,3.7686118e-06
6815,0.0,0.0,1.690476e-06
5765,0.0,0.0,1.4003345e-09
4111,0.0,0.0,0.0075529176
5141,0.0,0.0,1.4235281e-05
4417,1.0,1.0,0.6750411
6051,1.0,1.0,0.7195539
8723,1.0,1.0,0.99983525
8149,1.0,1.0,0.99885535
9357,0.0,1.0,0.5747888
7968,0.0,0.0,0.14374258
5813,0.0,1.0,0.60628515
4055,0.0,1.0,0.97614765
2626,0.0,0.0,0.00036763932
11447,0.0,0.0,4.5545573e-08
3941,1.0,0.0,0.27250394
11866,0.0,0.0,6.08772e-09
11707,0.0,0.0,0.40336367
5802,0.0,0.0,8.04936e-06
12286,0.0,0.0,0.46653137
10505,0.0,0.0,0.28256217
3522,1.0,1.0,0.9999901
4031,1.0,1.0,0.9999999
1318,0.0,0.0,0.0078790095
4644,1.0,0.0,0.023112886
3415,1.0,0.0,0.17393751
10164,1.0,1.0,0.99929905
1274,0.0,0.0,0.0010707614
10699,0.0,0.0,0.0069302516
2518,0.0,1.0,0.9354033
2624,0.0,0.0,0.22384882
10703,0.0,0.0,0.36237547
244,0.0,1.0,0.9864863
9706,0.0,0.0,0.006304971
7763,0.0,0.0,0.011507064
1346,1.0,1.0,1.0
2425,1.0,1.0,1.0
9330,1.0,1.0,0.9999999
10942,0.0,0.0,2.0261229e-10
10731,1.0,1.0,0.9600111
4363,1.0,1.0,0.99969923
3323,0.0,0.0,0.2969273
11566,0.0,0.0,8.3938875e-07
6182,0.0,0.0,3.8887957e-14
11867,0.0,0.0,9.065439e-12
3448,1.0,1.0,0.9999932
10756,0.0,0.0,0.0060747694
7593,0.0,1.0,0.8601138
9840,1.0,1.0,0.99999964
1222,0.0,1.0,0.88492185
7645,0.0,0.0,4.566942e-09
6713,1.0,1.0,1.0
10063,0.0,0.0,1.0088878e-18
7692,1.0,1.0,0.99995005
1186,0.0,0.0,6.580715e-08
12324,0.0,0.0,0.0061631976
12208,0.0,1.0,0.5039512
9339,1.0,1.0,0.71090865
9246,0.0,0.0,0.029668778
7045,1.0,1.0,0.9897954
8480,1.0,1.0,0.79527736
6469,1.0,1.0,1.0
8301,1.0,1.0,1.0
739,0.0,0.0,2.2130973e-06
11462,1.0,1.0,0.9204673
804,1.0,1.0,1.0
11009,1.0,1.0,0.99967074
4235,1.0,1.0,0.9999943
10711,1.0,1.0,0.99999964
1713,1.0,1.0,1.0
10566,0.0,1.0,0.6916557
9263,0.0,0.0,8.344364e-14
6275,0.0,0.0,4.228586e-07
8404,1.0,1.0,0.9746687
10201,1.0,1.0,0.9999993
