sample_idx,y_true,y_pred,y_score
3616,0.0,0.0,0.11423143
1583,1.0,1.0,0.99962866
8241,1.0,1.0,1.0
11794,1.0,1.0,0.9999335
11780,0.0,1.0,0.87156427
9745,0.0,0.0,0.0029056338
544,0.0,0.0,0.102386765
11796,1.0,1.0,1.0
5886,0.0,0.0,1.2007612e-17
2678,1.0,1.0,1.0
225,0.0,0.0,7.063906e-11
11628,0.0,0.0,5.6865167e-05
3186,1.0,1.0,1.0
10492,0.0,0.0,0.0015932226
4640,0.0,1.0,0.56753004
8510,0.0,0.0,0.23374382
1675,0.0,1.0,0.99750155
7667,0.0,0.0,0.00023102268
3023,1.0,1.0,0.9174889
7531,0.0,0.0,2.1764503e-05
4724,0.0,0.0,2.0731453e-07
12041,1.0,1.0,0.99953353
2168,0.0,0.0,0.0026097998
10118,1.0,1.0,0.99993885
9179,1.0,1.0,0.99999905
3977,0.0,0.0,0.013961276
3991,0.0,0.0,6.186757e-05
49,1.0,1.0,0.99670935
4186,1.0,1.0,1.0
4587,0.0,0.0,4.059918e-05
913,1.0,1.0,1.0
5486,0.0,0.0,1.9890506e-13
4887,1.0,1.0,0.999997
5056,1.0,1.0,1.0
6862,1.0,1.0,1.0
4144,0.0,0.0,0.4261199
4288,1.0,1.0,0.9999218
5219,0.0,0.0,5.0756275e-06
3955,0.0,0.0,2.494912e-06
5619,0.0,0.0,1.4108599e-09
9556,0.0,0.0,0.001745797
2244,1.0,1.0,1.0
6138,1.0,1.0,0.8602003
8335,1.0,1.0,1.0
9965,1.0,1.0,0.93922824
5771,0.0,0.0,1.685456e-14
9804,0.0,0.0,5.0667963e-06
11333,0.0,1.0,0.91740656
9714,0.0,0.0,7.547931e-06
10526,0.0,0.0,0.2090676
8306,1.0,1.0,0.9960704
7109,0.0,0.0,8.315872e-06
294,0.0,0.0,0.3279487
6008,0.0,1.0,0.62187254
456,1.0,1.0,0.9983657
2823,0.0,0.0,6.027439e-06
7894,1.0,1.0,0.99947935
442,1.0,1.0,1.0
9596,0.0,1.0,0.95803565
1525,1.0,0.0,0.06383205
9711,0.0,0.0,1.577822e-07
11856,1.0,1.0,0.99220264
7486,0.0,0.0,2.0001185e-06
8297,1.0,1.0,0.9874472
6471,1.0,1.0,1.0
6206,1.0,1.0,0.99218255
10381,1.0,0.0,1.4014969e-06
1432,0.0,0.0,0.00036966978
7565,1.0,1.0,0.9999999
9748,0.0,0.0,8.0342825e-06
3320,1.0,0.0,0.001485126
11677,0.0,0.0,1.9580828e-09
7036,0.0,1.0,0.6422024
230,0.0,0.0,1.1159383e-07
3297,1.0,1.0,0.99999845
11799,1.0,1.0,0.9251611
3743,0.0,1.0,0.99966407
10,0.0,0.0,0.0037172362
11199,1.0,1.0,0.9903672
8914,1.0,1.0,0.99998367
11899,0.0,0.0,2.2735445e-05
3267,0.0,0.0,0.0040400727
5609,1.0,1.0,0.83579826
7694,1.0,1.0,0.9948697
5865,0.0,0.0,2.7485163e-05
2557,0.0,0.0,4.851599e-07
12126,0.0,0.0,7.8036744e-25
8360,1.0,1.0,0.99993944
11929,0.0,0.0,1.2251866e-10
9844,1.0,1.0,0.9932413
7304,0.0,1.0,0.5924295
2806,0.0,0.0,4.077626e-09
520,0.0,0.0,0.00041140776
4672,0.0,0.0,0.00014707708
1353,1.0,1.0,1.0
750,1.0,1.0,0.9361944
1497,0.0,0.0,0.00094021886
5676,0.0,0.0,1.05119274e-10
4314,1.0,1.0,0.7317697
5136,0.0,0.0,1.2318478e-11
12204,0.0,1.0,0.9411336
3963,1.0,1.0,0.998831
2495,0.0,0.0,1.0267861e-12
222,0.0,0.0,0.019067239
10897,0.0,0.0,2.3902714e-06
11317,1.0,1.0,0.89388794
2219,0.0,1.0,0.99881136
11638,1.0,1.0,0.9995478
7620,1.0,1.0,0.99997914
7118,0.0,0.0,3.3832122e-09
10253,1.0,1.0,1.0
4119,0.0,0.0,4.0819774e-08
4317,1.0,1.0,0.98680335
7806,1.0,1.0,0.99995077
2141,1.0,1.0,0.98195845
4716,0.0,0.0,3.3510324e-07
9605,0.0,1.0,0.99996257
6667,1.0,1.0,1.0
3920,0.0,0.0,0.2019601
415,1.0,1.0,0.9999932
6017,1.0,1.0,1.0
8922,1.0,1.0,0.9995448
6192,0.0,0.0,1.8122697e-05
7151,0.0,0.0,1.5592509e-06
5969,0.0,0.0,4.6710065e-05
7348,0.0,0.0,1.369904e-06
5829,0.0,0.0,1.555109e-11
2897,0.0,0.0,0.00020692122
1161,0.0,0.0,1.431573e-12
727,1.0,1.0,0.9904503
4040,1.0,1.0,0.99687284
2451,0.0,0.0,1.9466665e-08
7673,0.0,0.0,6.1638076e-08
10958,0.0,0.0,5.868028e-05
10434,0.0,1.0,0.7571535
2248,1.0,1.0,1.0
8215,1.0,1.0,1.0
5977,0.0,0.0,5.0585564e-10
3848,0.0,0.0,1.9707355e-13
4842,1.0,0.0,0.00063608814
3280,1.0,1.0,0.99994135
370,0.0,0.0,0.00016772229
4225,0.0,0.0,0.0074624866
5079,0.0,0.0,0.053200312
12217,0.0,0.0,0.00027477357
5517,0.0,0.0,2.2172435e-05
10115,1.0,1.0,0.9930027
2433,0.0,1.0,0.99999785
7816,0.0,1.0,0.98851585
9304,1.0,1.0,0.9989932
2196,1.0,1.0,0.99574214
859,1.0,1.0,0.997071
8815,1.0,1.0,0.92652005
4713,1.0,1.0,0.6868391
6737,1.0,1.0,1.0
988,0.0,1.0,0.93847066
11636,0.0,1.0,0.7467687
9538,0.0,0.0,5.9386046e-05
1725,1.0,1.0,1.0
3786,0.0,1.0,0.9999927
2488,1.0,1.0,0.9999685
6147,0.0,1.0,0.6309615
6289,1.0,1.0,0.9999355
7368,0.0,0.0,0.39530098
9831,1.0,1.0,0.9999957
8964,1.0,1.0,0.9946538
1050,1.0,1.0,0.9997826
6086,1.0,1.0,0.999629
5400,1.0,1.0,0.842626
2841,0.0,0.0,0.000182971
4520,1.0,1.0,0.99722266
1551,0.0,0.0,0.080100745
641,0.0,0.0,3.4224682e-15
8851,1.0,1.0,0.9980457
10283,0.0,0.0,5.4789278e-05
2453,0.0,1.0,0.969848
10158,0.0,0.0,0.019034097
8692,1.0,1.0,0.9159653
810,1.0,1.0,0.9152526
3063,1.0,1.0,0.8285061
4329,1.0,0.0,0.4330762
5596,0.0,0.0,1.8246803e-25
3198,1.0,1.0,0.9999999
5760,0.0,0.0,1.3448083e-07
4503,1.0,1.0,0.9998153
3148,0.0,0.0,0.0013916743
6461,1.0,1.0,1.0
9205,0.0,0.0,0.0039579836
7387,1.0,1.0,0.999954
12110,1.0,1.0,1.0
2845,0.0,0.0,0.00036490476
5032,0.0,0.0,0.044895533
4034,0.0,1.0,0.9989919
7901,1.0,1.0,1.0
6167,0.0,0.0,2.5446438e-06
9995,0.0,0.0,0.15869437
10712,1.0,1.0,0.99997973
1878,1.0,1.0,0.9999999
6690,1.0,1.0,1.0
10639,1.0,1.0,0.99998856
12296,0.0,1.0,0.9657034
3334,1.0,1.0,0.9999999
1801,1.0,1.0,1.0
6810,0.0,0.0,8.64604e-05
8304,1.0,1.0,1.0
8341,1.0,1.0,0.999998
6404,0.0,0.0,0.10508791
4137,0.0,0.0,5.7070734e-05
7776,1.0,1.0,0.9999988
9266,0.0,0.0,6.668093e-10
9036,1.0,1.0,0.98456347
10568,1.0,1.0,0.9984812
10405,1.0,1.0,0.9990723
10003,0.0,0.0,7.527359e-13
3463,1.0,1.0,0.993572
6052,0.0,0.0,1.9704777e-15
5747,0.0,0.0,1.4663393e-18
5013,0.0,1.0,0.9019895
2647,0.0,0.0,0.00014409778
8136,1.0,1.0,0.732675
1396,0.0,0.0,4.828957e-08
716,0.0,0.0,1.6323736e-07
4439,1.0,0.0,0.4561656
1368,1.0,1.0,1.0
12012,1.0,1.0,0.9999882
8688,1.0,0.0,0.17973767
190,0.0,0.0,0.0013667516
12323,0.0,0.0,0.00026023382
427,1.0,1.0,0.9999937
11600,0.0,0.0,9.1676804e-07
10140,0.0,0.0,0.44017732
10452,1.0,1.0,0.99999976
1730,1.0,1.0,1.0
9012,0.0,0.0,5.3864405e-06
1891,1.0,0.0,0.012836215
1004,1.0,1.0,1.0
12371,0.0,0.0,4.2692636e-14
2641,0.0,0.0,3.329565e-07
4626,1.0,0.0,0.000914389
9254,1.0,1.0,0.9999484
4571,1.0,1.0,0.99999833
8904,0.0,0.0,0.43511304
5100,1.0,1.0,0.9997688
1500,0.0,1.0,0.6246859
11464,1.0,1.0,0.63589406
1814,1.0,1.0,0.9948061
6559,1.0,1.0,0.99846447
4027,1.0,0.0,0.16048212
1521,0.0,1.0,0.9999969
8243,1.0,1.0,0.9724052
9640,1.0,1.0,0.99999976
10117,1.0,1.0,0.99999
12148,0.0,0.0,1.3495941e-07
2835,1.0,1.0,0.99036026
5856,0.0,0.0,1.2311677e-13
2853,0.0,0.0,0.0007158755
2151,1.0,0.0,0.07607686
6410,0.0,0.0,0.002389509
2361,0.0,0.0,4.6912633e-06
9864,1.0,1.0,0.99282986
7128,0.0,0.0,0.39329562
12271,1.0,1.0,0.9974401
8562,0.0,0.0,0.0011475786
4418,1.0,0.0,0.15228699
11447,0.0,0.0,0.0011401545
10146,1.0,1.0,0.9744844
7651,1.0,1.0,0.9812331
4437,1.0,1.0,0.9657627
10759,1.0,0.0,0.19738787
6265,0.0,0.0,3.138451e-09
10669,1.0,1.0,0.9999747
4852,1.0,1.0,0.9999999
9660,0.0,0.0,0.02133615
12090,1.0,1.0,0.9161391
7987,0.0,0.0,2.006489e-07
