sample_idx,y_true,y_pred,y_score
5014,0.0,0.0,0.41749537
7209,0.0,0.0,0.10430656
4171,1.0,1.0,0.9703746
9582,0.0,0.0,0.0055408343
6504,0.0,0.0,0.0007663906
5867,0.0,0.0,7.910072e-10
12329,1.0,1.0,0.98687047
6384,0.0,0.0,9.4847616e-07
1963,0.0,0.0,0.48536137
10224,0.0,0.0,0.0015579344
8375,1.0,1.0,1.0
742,0.0,1.0,0.6857095
9021,0.0,0.0,2.5110865e-11
2909,0.0,0.0,1.0507282e-09
10957,0.0,0.0,1.0203378e-08
5769,0.0,0.0,1.4010183e-07
7363,0.0,0.0,0.014252387
12331,0.0,0.0,4.4614928e-15
11330,1.0,0.0,0.028345091
3951,1.0,1.0,0.999806
3454,1.0,1.0,0.99999905
9107,0.0,1.0,0.68731487
6229,1.0,1.0,1.0
5980,0.0,0.0,2.3437423e-16
9825,0.0,0.0,9.632107e-08
1762,0.0,1.0,0.98991245
6553,0.0,0.0,0.3170079
8630,1.0,1.0,0.75882554
4096,0.0,0.0,6.0079657e-09
5667,0.0,0.0,3.2836427e-15
10290,1.0,1.0,0.9999999
4680,1.0,1.0,1.0
6407,0.0,0.0,0.0046577086
4143,0.0,1.0,0.9999596
1946,0.0,0.0,1.6870184e-11
11728,1.0,1.0,0.99999475
2250,1.0,1.0,0.99999857
3152,1.0,1.0,0.99137396
1710,0.0,0.0,0.37351224
10972,0.0,1.0,0.999238
11822,0.0,0.0,0.00011106247
3412,1.0,0.0,0.016900042
5103,1.0,1.0,0.9999988
2698,1.0,1.0,0.5485795
1135,0.0,0.0,0.00066949683
1393,0.0,0.0,1.8847233e-05
2764,0.0,0.0,1.8766039e-14
958,0.0,0.0,0.00023273364
8997,0.0,1.0,0.97134936
5370,0.0,0.0,7.223905e-05
2444,0.0,0.0,5.859508e-09
1141,0.0,0.0,4.962865e-13
8886,0.0,1.0,0.9687384
6566,1.0,1.0,1.0
4616,1.0,1.0,0.9998016
6516,1.0,1.0,1.0
5602,0.0,0.0,1.09497e-11
2227,0.0,0.0,9.659621e-06
6828,1.0,1.0,0.50217044
2737,1.0,1.0,0.9979305
4556,1.0,1.0,0.99808085
8855,1.0,1.0,0.9999999
3059,1.0,1.0,0.9706877
12391,1.0,1.0,1.0
4578,1.0,1.0,0.9989819
3475,1.0,1.0,0.86823976
5901,0.0,0.0,2.751861e-19
6342,1.0,1.0,0.9390354
8599,1.0,1.0,1.0
3435,1.0,1.0,0.9999993
4203,1.0,1.0,1.0
9201,0.0,0.0,1.1808572e-15
3588,1.0,1.0,1.0
10973,0.0,0.0,1.1929356e-05
11657,1.0,0.0,0.034187935
3692,0.0,0.0,1.0614474e-11
5523,0.0,0.0,1.1885455e-05
11463,1.0,0.0,5.148e-05
1726,1.0,1.0,0.9999995
5428,0.0,0.0,7.745847e-08
10069,0.0,0.0,0.0002949138
1600,0.0,0.0,1.5318405e-11
10235,0.0,0.0,7.8798695e-07
8514,1.0,1.0,1.0
5840,0.0,0.0,1.0702968e-15
2816,0.0,1.0,0.7941939
6436,0.0,1.0,0.9410204
6266,0.0,0.0,4.2750473e-11
3964,0.0,0.0,2.2910395e-05
7247,0.0,0.0,0.18237725
1617,0.0,0.0,0.00018949017
1687,1.0,1.0,1.0
2927,1.0,1.0,1.0
2772,0.0,0.0,1.5344454e-23
7566,1.0,1.0,0.99999976
5280,1.0,0.0,0.004826363
10857,1.0,1.0,1.0
6898,0.0,0.0,0.0453022
7328,0.0,0.0,0.009262432
4270,0.0,0.0,1.7477191e-07
4610,1.0,1.0,0.8515098
126,0.0,0.0,2.2232475e-08
1563,1.0,1.0,0.99999833
9919,0.0,0.0,0.096904874
10459,1.0,1.0,1.0
5107,1.0,1.0,0.98002625
5012,1.0,1.0,1.0
11782,0.0,0.0,0.017842855
7250,0.0,0.0,0.0027343894
10374,1.0,1.0,0.8077382
5473,0.0,0.0,0.28918394
4870,1.0,1.0,0.99985266
5433,0.0,0.0,6.0865155e-08
3726,0.0,0.0,8.177697e-05
10176,1.0,1.0,0.99997747
5513,0.0,0.0,6.5678e-08
4079,0.0,0.0,1.7471524e-11
1307,0.0,0.0,0.00010951735
12365,0.0,0.0,6.2525555e-07
12191,1.0,1.0,0.98096806
8262,1.0,1.0,0.87643075
12385,0.0,0.0,1.2840936e-08
5535,0.0,0.0,4.970246e-16
5656,0.0,0.0,7.596486e-25
4423,1.0,0.0,0.45864648
4936,0.0,1.0,0.99995387
12202,1.0,0.0,1.4207786e-09
4773,1.0,1.0,0.99999845
12155,0.0,0.0,0.00018626856
3739,0.0,0.0,7.071931e-10
12359,0.0,0.0,2.1711516e-05
7450,0.0,0.0,0.20551129
9616,0.0,0.0,6.278677e-09
2802,0.0,0.0,0.40321302
8594,0.0,1.0,0.85031503
6630,1.0,1.0,1.0
8982,1.0,1.0,0.99981517
9278,0.0,0.0,0.055803917
8749,0.0,0.0,0.1244985
7140,0.0,0.0,1.3986201e-05
1169,0.0,0.0,0.013050666
3054,1.0,1.0,0.9999734
11532,1.0,1.0,0.9999999
1776,0.0,1.0,0.9999728
4547,1.0,0.0,0.20508145
11648,1.0,1.0,0.99999917
5986,1.0,0.0,0.011481644
3930,0.0,0.0,0.0019827601
3175,1.0,1.0,1.0
3246,0.0,0.0,0.006684943
3022,1.0,1.0,0.9999299
9962,0.0,0.0,0.009782111
7094,1.0,0.0,0.4218092
1832,1.0,1.0,1.0
10996,0.0,0.0,7.093552e-08
3540,0.0,0.0,0.036601443
10248,1.0,1.0,0.9999641
11362,0.0,0.0,2.1908461e-05
10023,1.0,1.0,0.99999976
10293,1.0,0.0,0.0048496258
1956,0.0,0.0,1.2291283e-10
11525,1.0,1.0,0.55518615
824,1.0,1.0,0.999962
11640,1.0,1.0,0.99999905
475,1.0,1.0,0.9884013
2634,0.0,0.0,9.438467e-10
4909,0.0,0.0,0.16721697
9480,1.0,1.0,1.0
5575,0.0,0.0,0.05932695
4597,1.0,1.0,0.99985516
