Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7239227105043593	0.7159472179686583	0.499798630688683	0.5	0.499798630688683	1.0	0.0	1.0
1	0.7179291543233666	0.7095080448488995	0.6484091824405961	0.6483726307676138	0.6811023622047244	0.5576148267526189	0.2967669223424848	0.5576148267526189
2	0.8067535531186865	0.807420595138899	0.7378171566653242	0.7378185739255003	0.736	0.741337630942788	0.4756357591983269	0.741337630942788
3	0.8278646512539235	0.8302095235314737	0.7543294401933145	0.7543138292971877	0.7755458515283843	0.7155519742143432	0.5086434988198074	0.7155519742143432
4	0.8347947411378025	0.8361289332462073	0.7591623036649214	0.7591392324251519	0.7925386715195633	0.701853344077357	0.5183023401120259	0.701853344077357
5	0.8361315805522792	0.8382497483518486	0.7321788159484495	0.7321163261148547	0.8364485981308412	0.5769540692989524	0.4642906387814911	0.5769540692989524
6	0.8393911200904159	0.8409908972092229	0.7599677809101892	0.7599424390231243	0.7972350230414746	0.6970185334407736	0.5199111886242542	0.6970185334407736
7	0.8417932787568077	0.8434254751897894	0.761578735400725	0.7615572865371415	0.7926059513074842	0.7082997582594682	0.5231369740004257	0.7082997582594682
8	0.8444873945872438	0.8466221393836668	0.7607732581554572	0.7607641362414862	0.7729957805907173	0.7381144238517324	0.5215377468542666	0.7381144238517324
9	0.8452623786593587	0.8469737757461981	0.7563431333064841	0.7563306045070401	0.7731958762886598	0.7252215954875101	0.5126740148713718	0.7252215954875101
10	0.8460762903533462	0.8471194611975564	0.7555376560612163	0.7555527008632849	0.7376311844077961	0.7929089443996776	0.511089982700438	0.7929089443996776
11	0.8461041884823547	0.8471045891201822	0.7607732581554572	0.7607608922729968	0.7776824034334764	0.7300564061240935	0.5215346425447873	0.7300564061240935
12	0.8475360761735704	0.8473412539856124	0.7595650422875554	0.7595758705838236	0.746177370030581	0.7864625302175665	0.5191404578632249	0.7864625302175665
13	0.8486241032049111	0.8487871251736452	0.7599677809101892	0.7599784470733566	0.7467482785003825	0.7864625302175665	0.5199457620081033	0.7864625302175665
14	0.8484667707331758	0.8484875258210682	0.7563431333064841	0.7563646661761787	0.7314410480349345	0.8098307816277196	0.5127072117120375	0.8098307816277196
15	0.8483775615997178	0.8476738207446588	0.7583568264196536	0.7583739802585053	0.7379361544172235	0.8009669621273167	0.5167301921985241	0.8009669621273167
16	0.8491295134955577	0.8483579498656815	0.7575513491743858	0.7575762884069649	0.7290322580645161	0.8195004029008863	0.5151268425631521	0.8195004029008863
17	0.850102704042374	0.8501842407681982	0.7579540877970198	0.7579499935769424	0.7631578947368421	0.7477840451248993	0.5159041710960712	0.7477840451248993
18	0.8509733851849256	0.8512549852050733	0.7543294401933145	0.7543148024877345	0.7741094700260643	0.717969379532635	0.5086444552147342	0.717969379532635
19	0.8514194308522165	0.8510507551314275	0.7527184857027789	0.752701576957962	0.7757255936675461	0.7107171635777598	0.5054202054150149	0.7107171635777598
20	0.851845363914873	0.8516763379165582	0.7515102698348771	0.7514925499019673	0.7756183745583038	0.7074939564867043	0.5030028856120043	0.7074939564867043
21	0.8515050716203363	0.8528906718292864	0.7539267015706806	0.7539080088391654	0.7797513321492007	0.7074939564867043	0.5078349627854271	0.7074939564867043
22	0.8506969990696298	0.8529895963529543	0.7519130084575111	0.751896423978896	0.7743634767339772	0.7107171635777598	0.5038095182482509	0.7107171635777598
23	0.8519916668937444	0.8530019283884536	0.7551349174385824	0.7551270921974773	0.7652975691533948	0.7356970185334408	0.5102621297114509	0.7356970185334408
24	0.8528967341022836	0.8531076923771947	0.756745871929118	0.7567315590123284	0.7762359063313097	0.7211925866236906	0.5134777762350465	0.7211925866236906
25	0.8539425895432623	0.8557887378924484	0.7563431333064841	0.7563325508881338	0.7704081632653061	0.7300564061240935	0.5126759119555411	0.7300564061240935
26	0.8541378764463233	0.8550135935749142	0.7563431333064841	0.7563367680471699	0.7645590682196339	0.7405318291700241	0.5126800222539054	0.7405318291700241
27	0.8549887693810898	0.8567799700611974	0.7595650422875554	0.7595606239319234	0.7652388797364086	0.7485898468976632	0.5191257947386912	0.7485898468976632
28	0.8560333272346725	0.857668866893176	0.7563431333064841	0.7563302801101911	0.7736660929432013	0.7244157937147462	0.512673698689241	0.7244157937147462
29	0.8575784294261679	0.8594396110951696	0.7599677809101892	0.759954766103384	0.7777777777777778	0.7276390008058018	0.5199230251180511	0.7276390008058018
30	0.8584607888552813	0.8596901825585127	0.7631896898912606	0.7631851099251162	0.7691673536685902	0.7518130539887188	0.5263750009731993	0.7518130539887188
31	0.8599653414406595	0.8611305004561309	0.7635924285138945	0.7635795764934258	0.7814113597246127	0.7316680096696213	0.5271726630257594	0.7316680096696213
32	0.8581532606424874	0.8606005282785449	0.7648006443817962	0.7648041745981696	0.7600950118764845	0.7735697018533441	0.5296045695511612	0.7735697018533441
33	0.859739885630647	0.8623373195900719	0.7692307692307693	0.7692237572681114	0.7787979966611018	0.7518130539887188	0.5384550254801059	0.7518130539887188
34	0.8611091647300175	0.8637493098370687	0.7668143374949657	0.7668037567750281	0.7814625850340136	0.7405318291700241	0.5336187653260467	0.7405318291700241
35	0.8629144331943617	0.8643741720888327	0.7692307692307693	0.7692292720145433	0.7711038961038961	0.765511684125705	0.5384601161019711	0.765511684125705
36	0.8616541514362347	0.8637291174509184	0.7668143374949657	0.7668050543624239	0.7795608108108109	0.7437550362610797	0.5336199756892506	0.7437550362610797
37	0.8621417199001895	0.8640130058502521	0.7700362464760371	0.7700237198975943	0.7878006872852233	0.7389202256244963	0.5400609297381046	0.7389202256244963
38	0.8624074009194705	0.8649563609442665	0.7660088602496979	0.7660031453518473	0.7736318407960199	0.7518130539887188	0.5320123311130279	0.7518130539887188
39	0.8652160288375822	0.8669395098272903	0.7736608940797423	0.7736595597805	0.7753446877534469	0.7703464947622884	0.5473205399534684	0.7703464947622884
40	0.8632884627611881	0.8665153230878209	0.7696335078534031	0.7696279557418891	0.7771333885666943	0.7558420628525383	0.5392618592686067	0.7558420628525383
41	0.8649827875031952	0.8679016517161734	0.7712444623439387	0.7712428032559062	0.7733549959382616	0.7671232876712328	0.5424873663237348	0.7671232876712328
42	0.8664733910240688	0.868048270265488	0.7740636327023761	0.7740621362700331	0.775974025974026	0.7703464947622884	0.54812587283282	0.7703464947622884
43	0.8677690320387305	0.870091963730101	0.7780910189287152	0.7780986062613782	0.7678571428571429	0.7969379532634971	0.5561887325067612	0.7969379532634971
44	0.8681534423047228	0.8704595648594666	0.7760773258155457	0.7760772894956407	0.7759871071716358	0.7759871071716358	0.5521545789912815	0.7759871071716358
45	0.8696560485090072	0.8708411341582807	0.779701973419251	0.7797020998856825	0.7793880837359098	0.7800161160354553	0.5594040183024642	0.7800161160354553
